EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,ANTICIPOS_CTE,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,target
98929.74072999999,0.0,43286.844619999996,107667.1991,157727.0666,4731563.96,0.0,239873.0606,0.0,654769.4791,4989886.541999999,481227.6845,221938.3545,612572.3055,Aceptado
636439.6264,50695.53372,17530.28123,0.0,26420.02822,-5354014.209,53083.16078,0.0,-14569081.58,854579.2109,325089.1302,1439286.283,1994924.457,1546285.333,Aceptado
2682285.258,27375963.31,10165350.58,3023424.13,2398211.379,0.0,29976721.93,3441557.722,14426853.62,-383267.4413,201236343.0,134057012.1,43814417.11,31359207.29,Aceptado
6341466.285,72137365.21,38859946.26,21811413.67,2271614.296,0.0,88448617.1,0.0,0.0,-4936341.489,0.0,608213472.2,57132557.89,44620503.1,Aceptado
317268.8494,28085234.25,48795564.57,1013264.901,1833112.2219999998,8374118.292,82604229.78,2323546.4280000003,-496016.7875,-1987179.04,181392634.3,0.0,0.0,47254762.49,Aceptado
478966.7012,7145445.122,0.0,0.0,431703.3474,4326910.246,21578769.84,0.0,6778042.789,-5196458.723,55835948.54,43327878.37,3049082.8439999996,0.0,Sospechoso
193414.3332,866529.2092,0.0,33762.70371,209018.72199999998,-1865337.8469999998,381696.6275,534746.431,-39830.25121,789366.2158,14967362.74,2287243.49,5314850.287,3029327.002,Aceptado
593583.3302,894374.6874,0.0,684257.1633,650702.0191,0.0,1666276.416,432781.7142,-1101586.774,-8798.565193999999,25103953.22,5983576.579,0.0,4831282.48,Aceptado
65836.44929,15468583.59,23761927.38,279135.89,343867.4765,7391702.322000001,31517243.15,0.0,19681286.49,-7499034.976,105083491.3,69154456.84,6036745.578,0.0,Aceptado
0.0,25092427.77,7387913.873,4598391.312,2445578.576,1584027.2780000002,36676643.0,2234898.514,13551852.95,-1157558.982,187270726.1,0.0,27418985.06,25589342.07,Aceptado
0.0,35116540.12,0.0,102010951.8,4730834.922,792519.9141,60840972.34,10248627.8,11925899.91,-2894115.166,248343196.2,106325910.9,10246406.09,16164744.91,Sospechoso
0.0,26205739.33,11130534.99,755380.5084,1076218.075,-4205459.258,39397414.49,8416578.706,0.0,-2557642.204,176215692.4,63784109.82,17455511.27,15689562.0,Aceptado
67407.98103,7552301.911,0.0,200331.0547,199308.7845,8818871.309,40169813.42,274070.7839,-2590119.165,-2541463.275,63549868.81,34157943.58,0.0,29989746.66,Aceptado
651442.295,25761333.86,17129855.01,3176244.0319999997,0.0,3264262.558,41182109.51,5946452.607000001,15511381.12,-7065775.602000001,116994770.5,0.0,8495385.298,13301475.19,Aceptado
674223.8767,0.0,635199.127,610094.1239,1040599.1440000001,-2379563.0609999998,3677758.922,1215661.949,-4862557.028,-1693918.571,24966731.21,0.0,0.0,3864332.3019999997,Aceptado
3840348.478,6296632.265,38037.47002,2940426.867,0.0,0.0,1566352.2140000002,1198153.023,7692496.372,933468.4988,81605971.57,87970125.23,15041750.08,0.0,Aceptado
964337.2782,17421330.33,0.0,3357683.905,631939.531,-2457973.0640000002,13806185.48,663504.0354,0.0,-2165581.6119999997,29725074.85,68721714.47,13406918.85,20583037.74,Aceptado
10391050.23,0.0,1813087.3190000001,10430361.86,5068765.072,-10851908.19,28972596.15,0.0,0.0,197896.4864,0.0,0.0,28118317.1,25143701.61,Aceptado
2837267.067,988009.4574,15472.837459999999,1075683.577,5835550.386,-13409331.25,75417.89043,83279.3653,2371149.171,1194719.942,106342529.7,17426709.59,8396009.674,8857761.952,Aceptado
427142.7212,0.0,0.0,0.0,978023.0386,0.0,26925176.52,1386178.656,11505963.02,-2674859.228,171061344.0,36880919.76,0.0,0.0,Sospechoso
2756967.805,38508225.13,56294073.74,4660591.69,1520481.64,7153281.529,66686722.88,1847420.19,2964952.787,-3354909.5289999996,165715902.7,0.0,44283389.57,54354989.81,Aceptado
419203.9059,0.0,4108899.588,247527.1335,282627.2974,6702445.34,7640413.182,209136.0887,0.0,320921.058,21176603.87,8196670.788,9329215.735,0.0,Aceptado
0.0,26740215.36,11744971.45,2607640.596,2069852.7340000002,-1237158.982,27612842.68,3833555.858,14598996.65,-249833.8309,164343408.5,90619053.42,38281460.21,30572854.54,Aceptado
4017140.372,35755336.74,21768529.07,14051225.09,6553604.145,-2650700.3019999997,56638046.27,3913485.6360000004,16134499.69,-468141.2125,438885315.5,0.0,87484635.16,0.0,Aceptado
274719.6659,11537181.1,23908764.08,49191.43865,85660.15451000001,7420903.262,29103962.17,564097.0646,-1508755.793,202171.5261,66809437.74,0.0,38755045.87,29439649.35,Aceptado
1238683.58,63277987.29,26156402.85,7968406.15,4382310.8610000005,-3226240.723,70422452.9,7003402.875,31536552.86,-6594149.842999999,561903873.1,646712739.7,28240702.02,23839980.75,Aceptado
62109.606029999995,4847050.52,0.0,334377.38399999996,233911.3344,3469737.789,2956932.367,112330.2044,8556401.027999999,-2708997.4039999996,24459614.54,5419260.936000001,1098971.8490000002,4767040.2930000005,Sospechoso
291780.8921,27411.206560000002,12287.13348,255759.2371,0.0,-623137.2815,74382.90748,12090.02805,-20798718.92,1083292.273,1228897.354,9065541.832999999,4955438.881,6727317.969,Aceptado
0.0,0.0,212985.7081,421086.9565,0.0,0.0,0.0,0.0,0.0,-2068297.6940000001,26639512.89,29141164.23,2946395.231,2335967.383,Aceptado
0.0,1606175.229,13774579.77,278748.8742,1469932.486,8163605.856000001,0.0,652839.9722,-11981216.72,0.0,51031688.94,23216317.15,12135014.0,15252225.71,Aceptado
125126.6563,7367153.277000001,7487961.188999999,0.0,253504.2304,7794108.347,16857059.59,36242.429339999995,-8075805.761,381419.0872,31139883.31,17286666.26,35564933.25,32785034.94,Aceptado
91638.67122999999,1225659.738,824308.8967,263716.5588,698409.9441,2639156.932,5013319.935,1045798.2440000001,5087211.412,-3760037.271,28111865.83,18323456.66,1882731.32,2530319.585,Aceptado
90643.67039,1931018.5880000002,192339.9385,412775.2622,0.0,279744.7243,1826748.49,115264.9227,0.0,-837353.5163,42284202.9,4796349.7639999995,2284945.266,0.0,Aceptado
85596.28964,0.0,12948734.69,342287.8955,0.0,0.0,15892545.55,3822864.854,-4052745.8060000003,0.0,11688091.59,75460072.2,0.0,0.0,Aceptado
215121.3205,6945404.9520000005,22586418.08,374158.8636,916888.0829,8602719.408,18882149.44,742301.7903,0.0,-1668959.0969999998,40888618.76,50440082.43,14056658.59,20202399.08,Aceptado
6087297.022000001,66904555.1,14908038.53,0.0,8097317.045,-6188538.99,0.0,7152702.005,20788032.38,-2181164.715,457261682.9,1784529591.0,74215718.93,50486721.17,Aceptado
3930872.413,15449789.36,18761660.22,0.0,0.0,732072.0764,21668288.52,3354090.434,4510919.555,-661757.3842,207728645.2,336795011.6,24893277.01,0.0,Aceptado
726542.7359999999,11728754.01,35436695.08,122009.5055,2367573.637,0.0,22473038.92,2445475.622,0.0,-499497.3489,302973657.3,55329999.34,27072274.17,0.0,Aceptado
147727.4311,901584.045,2673308.403,34551.24136,382447.4045,634898.5022,1153354.59,1058060.867,7705709.489,-2339028.77,48459443.33,6499559.937000001,1826141.611,1318179.885,Aceptado
280479.5427,810295.2847,1208561.922,30101.53167,218344.6515,-17434.617319999998,0.0,280639.0291,-3344403.923,-575451.0391,16318579.04,9234570.701,3497419.209,4867380.892,Aceptado
1648645.014,6545881.767000001,4458520.066000001,2888296.945,0.0,0.0,11420129.02,6665127.2870000005,0.0,-663559.4599,0.0,89257766.38,11292652.73,8054454.918,Aceptado
470322.3627,886586.1994,580635.0394,1230855.568,0.0,-58087.15004,1940837.542,150485.452,-89438.5456,411227.2914,45398011.08,15529868.96,8269494.802,9180645.591,Aceptado
4381319.719,31030966.75,51100670.46,886810.4079,0.0,1883383.0659999999,56195896.0,0.0,13549999.3,-2272346.935,346968796.4,326756310.8,47305843.32,44317441.36,Aceptado
21318.61259,9.080321000000001,1788.1740329999998,7188.276076,155406.7261,0.0,146.16771,7382.067666,-23102506.61,-73284.26973,123427.1425,1196894.682,31159.599189999997,29350.19795,Aceptado
1848033.457,50459034.54,17917079.07,29805442.7,1762713.243,4171467.8460000004,68365316.43,1654415.466,5653123.964,-310672.6388,156811646.3,165998343.1,82125791.13,57837643.74,Aceptado
209462.6596,904342.3102,97.685334,590966.3871,275969.6928,-11441384.62,111414.9826,0.0,-2285846.586,803180.3323,0.0,4895511.744,0.0,0.0,Aceptado
179264.325,4083970.067,4968600.863,56413.5847,18969.81955,3474569.667,5750432.142999999,1213591.345,7141552.377,-5006870.445,12650851.15,8159027.667,1271991.063,4030428.9839999997,Aceptado
0.0,0.0,0.0,671864.0678,0.0,-9345077.738,0.0,63559.784510000005,2805326.668,492987.0794,5179426.484,3130536.828,2854506.81,4726058.103999999,Aceptado
93785.1368,6164355.61,848306.6923,1296050.636,260706.1694,3256599.146,6361106.761,373270.3338,6186435.185,-4643923.8610000005,14508912.62,18953572.66,2711043.566,6230526.5770000005,Aceptado
0.0,6555254.946,2774122.712,1945564.709,1055380.482,1672536.389,0.0,2552867.96,3813344.588,-3862156.37,36853006.52,46454060.6,3632816.756,6468255.931,Aceptado
0.0,31413023.23,11495344.55,1291999.334,1024034.9079999999,-8727537.056,37586298.22,3934544.897,13435939.62,0.0,205273841.2,0.0,0.0,23117904.46,Aceptado
402859.0109,26123441.21,64059732.26,221085.2769,621590.8856,8095139.102000001,64224324.74,4649707.1219999995,10515747.16,-4834226.444,188262034.7,122828710.5,32142883.89,27567714.58,Aceptado
668732.6246,15254475.39,0.0,131437.6633,84580.07777,1273087.15,21683838.1,3190544.635,6762871.2129999995,-3362003.954,57914299.84,17179022.87,10683777.66,0.0,Sospechoso
1550517.415,23461888.93,7809028.727000001,5523561.807999999,921734.9118,2205921.3680000002,60460845.67,0.0,7684648.185,469403.80700000003,177037752.6,15800706.02,52072555.19,25589167.85,Aceptado
699248.6447,60525602.79,22635318.51,2632102.617,1374942.505,0.0,64543033.14,5713582.392999999,31358016.43,-6626695.316000001,332085316.6,208646572.4,21497261.9,22805141.1,Aceptado
0.0,5371970.096,150276.5446,271288.0964,0.0,-2270302.909,4865244.02,498464.6163,4191268.335,-823167.3614,16366170.25,8314409.365,7769797.867000001,6563650.063999999,Aceptado
181257.8222,201810.1498,95217.5327,482278.7699,0.0,3958465.067,775602.2713,334180.67,-13155384.36,491699.1379,4370552.499,5404814.4860000005,2553670.3230000003,3104651.982,Aceptado
464044.8331,734855.0995,2095030.189,86038.04643999999,555428.4244,454012.5761,630212.9315,771957.0191,-3671678.6010000003,68400.83368,13386109.23,12199645.43,4340170.613,5243846.393999999,Aceptado
0.0,9464601.461000001,31160246.79,52145.15137,8198.057331,8333372.572000001,0.0,2012968.323,-1722338.45,0.0,0.0,22545095.4,12393763.94,13162740.05,Aceptado
3821133.297,8349918.901000001,22599459.51,80876.66286,0.0,1790669.095,0.0,2528442.272,407234.9498,266419.2644,82059503.6,15475782.5,13606857.8,19381859.07,Aceptado
1149270.51,7058374.992000001,718514.5779,0.0,721978.1116,-8264993.558999999,5137678.825,1136532.067,122847.3549,-1312104.365,27183057.82,53738265.36,7709584.387999999,10211338.29,Aceptado
19538276.29,71032841.21,3451506.4560000002,42340402.57,4259142.581,-14792718.33,57811396.69,1521006.862,17871244.74,-2053643.485,296082753.2,2734220263.0,83486791.66,62819715.38,Aceptado
534986.5987,24299904.23,11556113.62,0.0,1595632.861,3672680.995,35645013.74,0.0,7472123.011,-5592404.914,118002489.0,203908431.0,14575339.47,0.0,Aceptado
17011.51211,2693991.6360000004,9721977.813,323210.7766,40689.26916,8901260.982,0.0,27082.06744,-12945548.33,-542053.2545,0.0,0.0,29188721.95,19605463.03,Aceptado
114094.2655,4305813.916,1795143.18,841203.8885,3138256.602,0.0,2159596.46,0.0,9863255.802000001,-638311.719,105850064.2,35399495.95,0.0,12062220.9,Aceptado
1519908.795,20773987.29,754634.1317,3611229.292,930947.913,-7744323.379,20215105.35,591628.2963,11644324.94,-33054.5998,0.0,36786215.05,22999606.99,27549146.39,Aceptado
77845.62386,79448.10407999999,20329092.43,6240.115464,97581.80902999999,8684382.799,3202340.664,0.0,-7848889.631,0.0,0.0,2861300.0319999997,1270775.108,1913480.513,Aceptado
623313.8271,17333756.86,103628146.9,0.0,2138892.375,8860708.259,71836685.03,756367.2391,3345720.3219999997,-1739105.385,395317441.2,106670971.3,41756299.53,47782873.49,Aceptado
415322.8185,3701833.435,0.0,87885.8582,89880.69806,-2248682.89,0.0,1482556.186,-1980658.6430000002,-1616358.981,12069687.12,13400958.68,0.0,5756655.572000001,Aceptado
123898.0122,11109964.45,18261284.84,7769377.801,1092072.499,8695330.883,38361612.35,1527111.5280000002,-3935015.457,-4257039.8889999995,47256944.6,76627489.02,21136685.15,18513216.57,Aceptado
834934.3353,0.0,9236732.877999999,910366.7451,952197.6115,-469968.7013,0.0,1472624.0580000002,15535281.97,-1022044.62,123332013.4,59663424.91,27209465.08,29662890.35,Aceptado
74028.14411000001,0.0,26085381.31,413347.0508,868313.5667,0.0,21452930.66,1827300.894,6636313.845,-4295376.907,139273575.4,13206136.71,6644990.909,5471957.627,Aceptado
8460262.3,6821355.918,1198003.748,920115.8135,2738707.5930000003,-7883121.318,0.0,2936693.003,-9499890.038999999,891177.1079,43292802.04,61030622.97,0.0,14476988.27,Aceptado
0.0,0.0,66083115.95,142259.2036,203383.4231,8902872.342,54882376.49,809985.9003,-7420028.51,516650.9979,89222546.2,18434351.99,76869325.1,48813858.51,Aceptado
4493091.442,4279034.788,230095.1307,6886388.533,4412862.89,-9368234.852,4889407.654,1091750.068,0.0,928533.1781,102066511.2,38880728.23,10421637.05,14320371.61,Aceptado
119895.5645,3692428.273,7750371.346,97334.6589,712935.2999,6384813.584,6640537.981000001,305456.2747,0.0,-1369717.977,33452388.95,48351193.63,16103361.08,0.0,Aceptado
1602644.7019999998,19001881.02,1493650.9880000001,12834985.65,5158964.661,-7429280.515,0.0,521616.7949,15081444.23,618114.3293,0.0,97278962.92,33638743.73,29851502.1,Aceptado
592359.9158,4876917.63,6682391.031,748342.9325,2031020.572,0.0,13688243.4,194270.4562,4621183.143,-801652.8824,171540490.4,46728464.79,0.0,18057774.78,Aceptado
13520713.8,66705101.69,0.0,46426230.54,10739390.73,1582871.2480000001,117984685.0,8493972.327,13134314.58,-3168310.816,651299186.1,5742620290.0,74581181.9,64636661.73,Aceptado
119427.8092,0.0,37302.7229,182592.2914,929411.7576,-4228538.088,820215.0206,104272.0341,-4671575.826,-314986.5532,13525183.93,19856501.08,6113277.414,4460520.451,Aceptado
226490.4252,13210549.26,0.0,6311132.878,972939.0274,2477268.912,19100657.19,1802635.065,0.0,-2631322.511,94193642.6,12173038.36,6708146.686000001,7411388.082,Sospechoso
460486.0102,8319338.72,8273302.42,940450.4998,3239583.833,0.0,10847845.17,1346520.6469999999,0.0,-1646042.0559999999,137543102.6,93632165.44,13457153.67,12421611.51,Aceptado
814671.5167,7030197.078,1450443.448,701901.4079,942513.6777,-2333829.192,4549226.524,1185526.074,-1403510.7780000002,-1329555.781,33515456.01,0.0,6307896.049,8230356.35,Aceptado
182879.9569,1462519.0680000002,19054559.27,247644.6485,0.0,8567185.967,13165090.03,2063356.061,-9699772.142,-2428578.8340000003,35496721.89,0.0,7915096.56,7227392.78,Aceptado
1103644.83,17627539.78,21072707.41,261240.4173,85285.72836000001,3431906.624,30342034.8,5306814.563,8928358.064,0.0,79316915.02,12040673.41,14808244.13,12753649.28,Aceptado
138461.5519,1781695.834,14101520.11,5540.071975,62238.043789999996,6306263.645,4216188.859,0.0,-3713553.363,-82829.36117999999,21979962.31,9445966.325,17230354.31,13120600.1,Aceptado
75701.14878999999,218337.5845,1037029.588,3882.663326,0.0,1558601.956,463263.9925,427682.1111,0.0,-2167545.3619999997,2446024.304,3917082.623,1738714.111,1326203.884,Aceptado
151936.7631,12472283.78,13062985.98,672786.1932,0.0,5466130.0370000005,30810976.07,9443338.179,11382817.35,-7346950.28,103087222.2,100661922.3,5538489.587,3305989.6010000003,Aceptado
0.0,21926687.0,38377014.07,0.0,345841.7931,8445437.089,58817164.0,2449947.079,12818965.02,-5066322.563999999,172513808.4,26730815.61,18339605.52,17062662.75,Aceptado
335303.4425,1870660.101,1427721.8090000001,80810.2732,293312.8143,0.0,1479022.281,0.0,-1751455.699,-80570.60532,0.0,6327757.566000001,0.0,6851140.65,Aceptado
252576.3589,7279316.426,0.0,1554620.0690000001,0.0,6921751.895,25466915.79,576989.5061,-4327368.326,-284696.9143,36731786.78,11229956.09,23961909.23,18778504.92,Aceptado
2654769.306,0.0,2009320.378,0.0,0.0,-10276865.4,15540551.12,3779839.9889999996,24887825.29,-1972993.945,313100671.6,53781312.16,9516748.033,0.0,Aceptado
1595362.491,0.0,0.0,0.0,433249.0978,-832522.6906,0.0,309208.4563,-5056288.37,918468.3661,36719194.28,0.0,9495759.145,14115832.71,Aceptado
35798.44903,186619.1046,9109016.327,134362.6122,814186.2617,8681693.973,3175162.7989999996,485271.17,0.0,-5318199.579,0.0,19116505.39,531597.887,1726362.003,Aceptado
86960.43504,61406.39509,71299.5752,81831.562,36849.55562,3955777.995,109258.7433,24191.341809999998,-10803653.76,0.0,1573962.1609999998,643241.5114,3328548.6139999996,0.0,Aceptado
138541.6965,7796064.913,7437955.017000001,250193.7981,412228.5771,6609903.321,9554349.538999999,135634.9992,1828183.908,166586.8158,0.0,0.0,21604475.36,19927366.37,Aceptado
0.0,10226122.25,1352493.125,0.0,0.0,-7254194.0,5110046.818,0.0,14501260.01,-632640.3118,71855356.68,10841781.14,0.0,11633059.16,Aceptado
0.0,10543272.91,7043350.075,749010.2889,1752308.389,0.0,19310958.6,803615.6441,6110597.735,0.0,150589213.9,48245593.33,41121188.38,25344248.45,Aceptado
2977037.381,5408918.241,1930084.08,0.0,3433540.995,0.0,5619816.332,68567.90873,0.0,0.0,84389415.94,38084980.76,43947524.2,43946234.34,Aceptado
1012365.4859999999,2178121.633,53041.63602,384817.2353,933023.6996,-5955788.21,620234.6402,354649.4495,-928336.2617,1066400.881,15621729.55,3681565.978,1177877.07,0.0,Aceptado
490281.5735,4353740.912,11808852.5,308652.0096,775445.6493,5715343.937999999,12633492.49,2702807.8619999997,-770611.0379,0.0,53499467.68,37508828.44,0.0,8250003.445,Aceptado
29447.605919999998,1139391.632,3410228.625,61115.31013,264956.0801,8369457.414,4219085.036,47182.86144,-14092493.49,0.0,6744550.932999999,18891835.13,6367484.169,9660844.662,Aceptado
305288.4258,1028968.323,2061490.386,138858.8009,744743.0711,3514566.912,751440.9746,314188.8465,-7490401.105,-211494.2843,0.0,11270253.83,2872588.3030000003,4953236.233,Aceptado
84662.5451,4357015.989,237486.7045,2452311.445,263787.945,4150933.653,0.0,424309.9527,559956.6753,-3827799.3819999998,0.0,11992860.25,2489605.1859999998,4573607.513,Sospechoso
214961.4517,3746758.16,3759922.41,46476.49923,833643.7335,2727710.923,5352162.18,1445739.64,-1936386.8080000002,0.0,39877819.59,0.0,11402665.34,0.0,Aceptado
5144107.923,0.0,0.0,3226517.876,1288887.952,-2662901.579,66370980.8,7456467.357999999,8507803.821,-4275145.302,123517486.8,457395226.7,0.0,32220554.28,Sospechoso
145620.3732,0.0,84673.66915,126094.6686,118627.0083,-2898239.7630000003,801400.4190000001,283975.977,1412116.8569999998,0.0,5667387.57,6027177.8889999995,791099.3104,1885638.209,Aceptado
462973.3229,238784.1422,478936.2744,0.0,416663.2907,-3760321.441,536697.3393,205043.9695,-7504374.511,-1161361.936,8522134.137,0.0,2264144.225,4092085.1560000004,Aceptado
129618.1885,2106908.963,621514.3931,493048.0855,1162277.0990000002,0.0,1174194.327,194041.1277,0.0,-1771056.6230000001,35770546.98,0.0,2367734.067,0.0,Aceptado
0.0,8660903.133,798444.7587,1815881.664,2103170.711,368047.0079,10983537.3,297981.0689,-2604719.057,122604.3548,52808158.04,41715844.0,7183414.586,20093637.39,Aceptado
201205.6011,2851720.4060000004,37373003.75,44346.87406,419361.6214,8318868.743,10645388.01,1795522.0769999998,0.0,0.0,37782337.7,77352470.06,2837763.586,0.0,Aceptado
7503764.476,0.0,19014656.94,4720293.984,4799298.967,-5350697.992,28900428.42,3560277.8310000002,18439229.32,0.0,326036810.4,476075555.4,12126287.36,29064076.62,Aceptado
37784.40607,5671535.052,0.0,0.0,328335.6196,7952210.929,0.0,0.0,-2434240.425,-2185195.068,27811350.94,31429151.89,19790893.54,14977626.65,Aceptado
327888.2445,1430719.775,0.0,350773.849,742672.3053,-3466385.854,1362533.539,0.0,7190993.222999999,-1401080.256,31190448.11,10794521.61,2270885.048,2769210.387,Aceptado
4130581.515,20248698.53,11908905.73,4317250.232,3301368.515,-1936494.4430000002,0.0,1799043.0,3951297.17,673487.4582,0.0,216618794.7,70936635.26,48462756.68,Aceptado
1902783.6,2020477.3069999998,1118738.905,450740.4248,1172056.852,-5910387.592999999,3462491.06,456709.3174,-3213697.483,836340.5557,33410806.63,31878095.15,17903072.01,17564729.7,Aceptado
132151.4589,0.0,1088079.699,1413316.28,56517.14791,4778603.453,10828676.81,1124122.678,-9232574.901,-6643688.842,585467.7382,91355578.43,0.0,8642849.218,Aceptado
47060.435489999996,19815246.67,11658001.28,0.0,544996.7133,0.0,26879344.86,404102.1918,14787957.39,-4207421.716,119428984.9,41342322.94,21407855.7,18354757.28,Aceptado
0.0,6823058.857000001,6566787.7,1056015.606,437851.2341,1070991.94,21275876.03,1536084.27,-4237100.969,-4420638.782,27388502.12,112126844.6,8723905.533,14759153.58,Aceptado
557385.8151,8390583.389,28013023.75,0.0,524636.9039,8018231.09,22034643.44,0.0,-12137030.35,-2891481.057,24796778.72,0.0,0.0,33698981.61,Aceptado
535080.0307,738450.109,6880114.382999999,167080.8771,807535.6189,7723888.637999999,2917664.659,8741.365293,0.0,1144387.277,0.0,13043117.52,23961606.41,0.0,Aceptado
194830.4372,3121045.349,279036.2525,655413.5464,260148.9826,-777964.0279999999,4008604.777,542706.2157,-636322.6127,-879006.0574,14858538.68,8045692.623,8057748.187999999,5230131.549,Aceptado
233059.0626,1178581.05,2292959.009,75916.43557999999,71165.78828,5289653.62,1737558.936,0.0,-9855980.344,-289020.6254,5817309.825,5222426.013,3883932.918,7757759.802999999,Aceptado
1188677.621,23259704.45,27240240.01,213091.7472,1083700.0659999999,5878255.424,29703952.55,487158.1392,-2276660.067,0.0,163608358.1,30377499.17,79616149.53,55563337.57,Aceptado
156523.0326,10786626.1,27473195.04,260028.2814,294507.7417,8640153.553,24454904.18,476444.1965,-4385646.198,-739131.4349,46778640.01,21987204.22,27668885.18,28837235.31,Aceptado
2280792.9390000002,11167607.09,8707189.098,593433.6774,879783.8382,1594261.56,18583749.18,36560.87947,-6575276.685,0.0,101015384.5,41907669.13,36894402.53,45419531.51,Aceptado
86684.47937999999,8798721.053,0.0,87905.47813999999,23753.86935,7629284.085,12642166.25,204697.2984,591530.3234,-4536922.53,14473252.59,15942722.79,5890343.016,14143907.77,Aceptado
1265834.152,15961306.31,22388279.48,389321.2512,3041409.3310000002,1030702.3409999999,12726375.62,1643403.157,14848221.48,-866935.1354,216285700.3,138334999.1,19740716.36,26903419.23,Aceptado
1398399.506,5667635.984,11597032.52,445876.06299999997,1996488.675,3218566.249,0.0,1603250.749,-3710845.345,-75720.6028,0.0,108441187.1,19184338.57,0.0,Aceptado
1397303.043,13313412.32,0.0,0.0,0.0,-10050516.86,8756279.633,1813019.5159999998,18440678.08,-608611.4009,287358465.3,175329809.2,18130510.79,14283301.44,Aceptado
10110407.01,27357488.61,10988650.46,7522013.901000001,5525620.863,-5809476.867000001,21794909.98,3780771.7939999998,5005791.852,846612.3651,255182702.1,202358681.7,0.0,36019732.64,Aceptado
11168316.09,5528091.301,0.0,0.0,3800655.332,-14777060.92,3615208.1,3198060.122,9326182.097000001,705929.7381,110098272.8,46224626.59,9855665.347000001,8358648.709,Aceptado
1694103.36,0.0,11539435.59,4525728.529,3586207.423,0.0,29123435.58,638013.0961,2835843.5730000003,311244.9033,168700211.7,136675567.2,31757849.57,42966936.46,Aceptado
2591886.352,41302991.54,0.0,2766400.269,0.0,3446515.289,59039322.33,0.0,9148448.6,-164054.3708,284713705.8,80150066.67,43426739.24,31046968.72,Aceptado
1224382.4170000001,0.0,23361355.93,1530006.735,957814.2875,-2244981.274,73279829.08,5693236.679,21489145.95,-6936105.401000001,283988647.9,288442916.0,25237613.54,21062123.41,Aceptado
28697841.73,0.0,31293189.96,0.0,1769680.688,-8352888.556,58900252.14,22595077.93,13914567.89,0.0,253447541.0,376452375.1,22952093.26,20063022.02,Aceptado
194610.4366,1218431.473,8502.500108,976356.3514,1885670.175,-7138889.696,0.0,665048.8029,2081565.043,-1915790.765,28095826.8,28124608.28,2071087.61,2125005.425,Aceptado
47579922.44,122744051.6,96235559.99,18163863.43,7726488.087,205547.9594,187044957.3,17531570.09,12697740.29,-1965760.7340000002,784635657.2,4556661313.0,107169122.8,85939637.53,Aceptado
2188742.781,17897763.27,3232364.211,7618672.65,2421507.247,-4953857.731000001,17529905.83,2040384.5890000002,12342635.9,-2078309.341,146399105.8,79396752.73,0.0,15679353.4,Aceptado
161080.2619,395061.6578,2939887.207,4287.887529,55079.80334,4128955.912,330083.5639,126292.4027,-12488537.85,-219374.2554,3215136.271,7983959.775,3346742.472,5580645.766,Aceptado
847589.47,0.0,8272553.475,782943.9886,983798.1317,-781844.5468,18902617.92,427807.7307,0.0,-1633835.04,171340620.7,36883483.15,13465702.28,22908761.68,Aceptado
1149506.827,2497420.545,6325281.725,116458.2136,1315982.267,114508.1669,2773790.526,229729.2219,-2590373.136,590277.0354,0.0,35798931.03,14328603.27,0.0,Aceptado
869462.6469,5157617.524,215278.7242,1931455.459,1746046.642,-7487563.53,1913076.496,1858082.842,9948144.714,-1111934.14,54525977.61,15696004.11,1621799.229,3279045.744,Sospechoso
190211.1448,2421404.506,0.0,0.0,640778.8075,4239870.173,2991724.0760000004,0.0,-3496163.3789999997,347281.8518,37611697.39,0.0,5736693.047,10828551.79,Aceptado
368027.2348,7010128.168,5462162.668,91670.39726,0.0,0.0,16029250.76,939424.8282,-225885.2653,-3228652.131,22697525.01,49852553.68,12520740.03,14717892.72,Aceptado
1166034.768,13548928.42,1120989.3909999998,1159912.8190000001,764086.7302,-6402684.356000001,10649343.47,367746.2451,1023974.9770000001,-2361325.663,0.0,138154337.0,11660795.41,22108247.02,Aceptado
654353.1297,20997609.73,27027033.2,247598.65600000002,3983697.712,1270244.6840000001,29302784.19,0.0,16584029.5,-2506608.832,335351507.4,360559752.0,36953274.57,22564520.97,Aceptado
495195.3086,0.0,1756702.611,1438668.122,0.0,2384820.068,11871063.55,975187.8803,-3178134.9439999997,-2456219.953,0.0,0.0,7723952.981000001,11229543.28,Aceptado
0.0,7548521.738,30282.51405,3595990.7180000003,1201479.835,-13909728.36,2908337.2,2105100.762,9266776.386,-79656.11934,37569676.26,19420306.04,2051862.1519999998,7073187.959,Aceptado
0.0,41837360.2,5052880.199,365022.7747,345539.6423,-4207335.191000001,38526829.66,1309863.972,19902881.54,-3246560.3239999996,144111093.2,42960387.85,23576713.38,0.0,Aceptado
933463.5076,7172773.257,824669.3415,5688546.745,1484982.4030000002,-3431120.8460000004,9045525.341,0.0,4159823.673,-5154000.214,34563081.9,89891938.74,0.0,0.0,Sospechoso
1403792.345,5313871.196,0.0,2009270.6230000001,1379068.406,-6260890.427999999,0.0,3025150.4489999996,8372983.85,-3781515.039,0.0,0.0,1923215.3090000001,3544218.9669999997,Sospechoso
